ofuton_00000000000000momiji_0010|なみにゆられて|n a m i n i y u r a r e t e|A3 A3 G3 G3 F3 F3 G3 G3 A3 A3 F3 F3 C3 C3|0.6 0.6 0.3 0.3 0.3 0.3 0.6 0.6 0.6 0.6 1.2 1.2 1.2 1.2|0.114 0.46 0.055 0.234 0.046 0.287 0.031 0.569 0.008 0.574 0.017 1.161 0.063 0.683|0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000000000000momiji_0011|はなあれてよおって|h a n a a r e t e y o o cl t e|F3 F3 E3 E3 F3 G3 G3 C4 C4 A3 A3 G3 G3 F3 F3|0.6 0.6 0.3 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 1.2 1.2|0.127 0.53 0.067 0.214 0.362 0.02 0.54 0.051 0.628 0.018 0.593 0.382 0.186 0.034 0.606|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000000000000momiji_0012|あかやきいろの|a k a y a k i i r o n o|C4 A3 A3 B3 B3 C4 C4 D4 C4 C4 A3 A3|0.6 0.3 0.3 0.3 0.3 0.6 0.6 0.6 1.2 1.2 1.2 1.2|0.612 0.041 0.254 0.022 0.244 0.099 0.551 0.629 0.015 1.051 0.042 0.739|0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000000000000momiji_0013|いろおさまあざまに|i r o o s a m a a z a m a n i|C4 D4 D4 C4 A3 A3 G3 G3 F3 G3 G3 A3 A3 G3 G3|0.6 0.3 0.3 0.3 0.6 0.6 0.3 0.3 0.3 0.6 0.6 0.6 0.6 1.2 1.2|0.661 0.032 0.236 0.348 0.147 0.506 0.046 0.225 0.325 0.057 0.52 0.059 0.599 0.051 0.587|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000000000000momiji_0014|みずのうえにも|m i z u n o u e n i m o|C4 C4 D4 D4 C4 C4 A3 G3 F3 F3 C3 C3|0.6 0.6 0.3 0.3 0.3 0.3 0.6 0.6 1.2 1.2 1.2 1.2|0.105 0.51 0.05 0.259 0.046 0.353 0.593 0.56 0.051 1.131 0.07 0.67|0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000000000000momiji_0015|おるうにしき|o r u u n i sh i k i|F3 E3 E3 F3 A3 A3 G3 G3 F3 F3|0.6 0.3 0.3 0.3 0.6 0.6 0.6 0.6 1.2 1.2|0.701 0.017 0.213 0.308 0.059 0.453 0.172 0.5 0.146 1.473|0 0 0 0 0 0 0 0 0 0
ofuton_000000000000chatsumi_0000|なつもちかずくはちじゅうはちや|n a ts u m o ch i k a z u k u h a ch i j u u h a ch i y a|D3 D3 G3 G3 A3 A3 B3 B3 B3 B3 B3 B3 B3 B3 D4 D4 D4 D4 D4 D4 B3 A3 A3 G3 G3 A3 A3|0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6|0.057 0.591 0.117 0.501 0.075 0.479 0.153 0.789 0.038 0.312 0.054 0.473 0.052 0.469 0.12 0.799 0.081 0.288 0.035 0.575 0.488 0.087 0.518 0.112 0.597 0.025 0.78|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_000000000000chatsumi_0001|のにもやまにもわかばがしげる|n o n i m o y a m a n i m o w a k a b a g a sh i g e r u|B3 B3 B3 B3 D4 D4 B3 B3 B3 B3 B3 B3 A3 A3 B3 B3 B3 B3 A3 A3 G3 G3 E3 E3 E3 E3 D3 D3|0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.9 0.9|0.105 0.6 0.051 0.445 0.074 0.542 0.089 0.735 0.089 0.297 0.054 0.475 0.079 0.573 0.061 0.788 0.08 0.282 0.038 0.524 0.072 0.496 0.187 0.462 0.087 0.567 0.028 0.874|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_000000000000chatsumi_0002|あれにみえるわちゃつみじゃないか|a r e n i m i e r u w a ch a ts u m i j a n a i k a|D3 G3 G3 A3 A3 B3 B3 B3 B3 B3 B3 B3 D4 D4 D4 D4 D4 D4 B3 B3 A3 A3 G3 A3 A3|0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6|0.619 0.027 0.505 0.063 0.475 0.106 0.848 0.315 0.027 0.5 0.039 0.564 0.152 0.775 0.1 0.28 0.046 0.506 0.07 0.584 0.049 0.557 0.495 0.065 0.758|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_000000000000chatsumi_0003|あかねだすきにすげのかさ|a k a n e d a s u k i n i s u g e n o k a s a|D4 D4 D4 B3 B3 A3 A3 A3 A3 G3 G3 E3 E3 D3 D3 G3 G3 A3 A3 B3 B3 G3 G3|0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.9 0.9 0.3 0.3 0.6 0.6|0.592 0.032 0.481 0.067 0.517 0.076 0.658 0.22 0.302 0.046 0.535 0.079 0.424 0.184 0.535 0.058 0.559 0.073 0.802 0.057 0.158 0.225 1.098|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_000000000000chatsumi_0004|ひよりつずきのきょこのごろお|h i y o r i ts u z u k i n o ky o k o n o g o r o o|D3 D3 G3 G3 A3 A3 B3 B3 B3 B3 B3 B3 B3 B3 D4 D4 D4 D4 B3 B3 A3 A3 G3 G3 A3|0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6|0.1 0.467 0.121 0.494 0.024 0.523 0.165 0.838 0.07 0.242 0.092 0.504 0.046 0.489 0.119 0.954 0.131 0.618 0.029 0.571 0.046 0.526 0.027 0.576 0.848|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_000000000000chatsumi_0005|こころのどかにつみつつうたう|k o k o r o n o d o k a n i ts u m i ts u ts u u t a u|B3 B3 B3 B3 D4 D4 B3 B3 B3 B3 B3 B3 A3 A3 B3 B3 B3 B3 A3 A3 G3 G3 E3 E3 E3 D3|0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6|0.155 0.543 0.077 0.523 0.012 0.594 0.087 0.828 0.039 0.266 0.051 0.574 0.044 0.448 0.157 0.819 0.053 0.175 0.13 0.451 0.111 0.54 0.548 0.055 0.683 0.766|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_000000000000chatsumi_0006|つめよつめつめつまねばならぬ|ts u m e y o ts u m e ts u m e ts u m a n e b a n a r a n u|D3 D3 G3 G3 A3 A3 B3 B3 B3 B3 B3 B3 B3 B3 D4 D4 D4 D4 D4 D4 B3 B3 A3 A3 G3 G3 A3 A3|0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6|0.31 0.504 0.06 0.468 0.051 0.533 0.125 0.785 0.061 0.247 0.133 0.492 0.06 0.514 0.14 0.724 0.066 0.293 0.048 0.557 0.041 0.608 0.065 0.519 0.029 0.574 0.051 0.675|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_000000000000chatsumi_0007|つまにゃにほんのちゃにならぬ|ts u m a ny a n i h o N n o ch a n i n a r a n u|D4 D4 D4 D4 B3 B3 A3 A3 A3 A3 G3 E3 E3 D3 D3 G3 G3 A3 A3 B3 B3 G3 G3|0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.9 0.9 0.3 0.3 0.6 0.6|0.218 0.557 0.058 0.519 0.053 0.55 0.065 0.836 0.048 0.419 0.538 0.048 0.443 0.114 0.506 0.056 0.601 0.051 0.854 0.017 0.281 0.061 1.0|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0000|はるよこい|h a r u y o k o i|C#4/Db4 C#4/Db4 C#4/Db4 C#4/Db4 B3 B3 C#4/Db4 C#4/Db4 C#4/Db4|0.6 0.6 0.3 0.3 0.3 0.3 0.45 0.45 0.15|0.14 0.576 0.017 0.223 0.065 0.291 0.044 0.171 0.209|0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0001|はやくこい|h a y a k u k o i|B3 B3 B3 B3 A3 A3 B3 B3 B3|0.6 0.6 0.3 0.3 0.3 0.3 0.15 0.15 0.1125|0.158 0.57 0.074 0.205 0.056 0.244 0.058 0.167 0.191|0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0002|あるきはじめたみいちゃんが|a r u k i h a j i m e t a m i i ch a N g a|A3 B3 B3 A3 A3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 A3 A3 A3 F#3/Gb3 F#3/Gb3 F#3/Gb3 E3 E3|0.6 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.6 0.6|0.621 0.024 0.206 0.065 0.207 0.069 0.231 0.072 0.269 0.051 0.219 0.035 0.24 0.06 0.237 0.248 0.113 0.283 0.241 0.092 0.564|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0003|あかいはなおのじょじょはいて|a k a i h a n a o n o j o j o h a i t e|F#3/Gb3 A3 A3 F#3/Gb3 E3 E3 E3 E3 E3 E3 E3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 E3 E3 E3 C#3/Db3 C#3/Db3|0.6 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.6 0.6|0.549 0.051 0.296 0.239 0.1 0.207 0.054 0.316 0.297 0.048 0.224 0.076 0.222 0.067 0.256 0.06 0.245 0.286 0.05 0.601|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0004|おんもえでたいとまっている|o N m o e d e t a i t o m a cl t e i r u|E3 E3 A3 A3 A3 C#4/Db4 C#4/Db4 C#4/Db4 C#4/Db4 B3 A3 A3 B3 B3 B3 B3 B3 C#4/Db4 A3 A3|0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.6 0.6 0.6 0.3 0.3 0.3 0.6 0.6|0.218 0.23 0.1 0.258 0.311 0.028 0.245 0.032 0.315 0.258 0.034 0.233 0.065 0.257 0.286 0.025 0.309 0.281 0.017 0.845|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0005|はるよこい|h a r u y o k o i|C#4/Db4 C#4/Db4 C#4/Db4 C#4/Db4 B3 B3 C#4/Db4 C#4/Db4 C#4/Db4|0.6 0.6 0.3 0.3 0.3 0.3 0.225 0.225 0.075|0.124 0.608 0.015 0.26 0.051 0.291 0.044 0.19 0.185|0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0006|はやくこい|h a y a k u k o i|B3 B3 B3 B3 A3 A3 B3 B3 B3|0.6 0.6 0.3 0.3 0.3 0.3 0.15 0.15 0.1125|0.142 0.531 0.066 0.202 0.073 0.238 0.039 0.184 0.214|0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0007|おうちのまえのもものきの|o u ch i n o m a e n o m o m o n o k i n o|A3 A3 B3 B3 A3 A3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 A3 A3 A3 A3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 E3 E3|0.3 0.3 0.3 0.3 0.3 0.3 0.6 0.6 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.6 0.6|0.291 0.226 0.15 0.213 0.05 0.224 0.064 0.608 0.225 0.054 0.269 0.083 0.174 0.085 0.297 0.033 0.203 0.11 0.217 0.051 0.61|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0008|つぼみもみんなふくらんで|ts u b o m i m o m i N n a f u k u r a N d e|F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 A3 A3 F#3/Gb3 F#3/Gb3 E3 E3 E3 E3 E3 F#3/Gb3 F#3/Gb3 F#3/Gb3 F#3/Gb3 E3 E3 E3 C#3/Db3 C#3/Db3|0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.6 0.6 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.6 0.6|0.15 0.265 0.03 0.217 0.09 0.194 0.065 0.274 0.078 0.571 0.18 0.1 0.23 0.106 0.216 0.088 0.27 0.016 0.269 0.294 0.024 0.61|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_0000000000haruyo_koi_0009|はよさきたいとまっている|h a y o s a k i t a i t o m a cl t e i r u|E3 E3 E3 E3 A3 A3 A3 A3 C#4/Db4 C#4/Db4 B3 A3 A3 B3 B3 B3 B3 B3 C#4/Db4 A3 A3|0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.6 0.6 0.3 0.3 0.3 0.6 0.6 0.6 0.3 0.3 0.3 0.6 0.6|0.067 0.216 0.068 0.205 0.1 0.265 0.057 0.235 0.042 0.589 0.281 0.042 0.237 0.072 0.275 0.233 0.041 0.354 0.296 0.019 0.881|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0000|きてきいせいしんばしお|k i t e k i i s e i sh i N b a sh i o|G3 G3 G3 G3 A3 A3 B3 B3 B3 A3 G3 G3 G3 G3 G3 E3 E3 D3|0.6 0.6 0.45 0.45 0.15 0.15 0.6 0.45 0.45 0.15 0.45 0.45 0.15 0.45 0.45 0.15 0.15 0.6|0.085 0.494 0.033 0.37 0.059 0.235 0.246 0.295 0.347 0.146 0.143 0.284 0.234 0.016 0.279 0.163 0.231 0.6|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0001|はやわがきしゃわはなれたり|h a y a w a g a k i sh a w a h a n a r e t a r i|E3 E3 E3 E3 D3 D3 E3 E3 G3 G3 G3 G3 B3 B3 A3 A3 A3 A3 G3 G3 A3 A3 B3 B3|0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.6 0.6 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45|0.085 0.263 0.1 0.173 0.065 0.295 0.072 0.165 0.082 0.227 0.172 0.125 0.062 0.492 0.089 0.315 0.052 0.196 0.021 0.336 0.032 0.205 0.017 0.597|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0002|あたごのやまにいりのこる|a t a g o n o y a m a n i i r i n o k o r u|D4 D4 D4 D4 D4 D4 D4 D4 D4 E4 E4 D4 D4 B3 G3 G3 A3 A3 B3 B3 A3 A3|0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.6 0.6 0.45 0.45 0.15 0.15 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45|0.399 0.021 0.139 0.065 0.32 0.037 0.165 0.064 0.516 0.072 0.354 0.035 0.206 0.379 0.025 0.136 0.055 0.359 0.043 0.181 0.02 0.613|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0003|つうきおたびじのともとシて|ts u u k i o t a b i j i n o t o m o t o sh I t e|G3 G3 A3 B3 B3 B3 A3 A3 A3 A3 D4 D4 D4 D4 B3 B3 B3 B3 A3 A3 A3 A3 G3 G3|0.45 0.45 0.15 0.45 0.45 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.6 0.6|0.146 0.363 0.213 0.051 0.314 0.214 0.032 0.367 0.021 0.14 0.094 0.321 0.04 0.2 0.025 0.294 0.041 0.213 0.031 0.343 0.194 0.086 0.028 0.79|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0004|みぎわたかなわせんがくじ|m i g i w a t a k a n a w a s e N g a k u j i|G3 G3 G3 G3 A3 A3 B3 B3 B3 B3 B3 B3 A3 A3 G3 G3 G3 G3 G3 E3 E3 D3 D3|0.6 0.6 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.45 0.45 0.15 0.15 0.6 0.6|0.061 0.514 0.075 0.32 0.044 0.183 0.03 0.363 0.039 0.133 0.033 0.338 0.028 0.123 0.11 0.375 0.128 0.1 0.38 0.051 0.127 0.077 0.595|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0005|しじゅうしちしのはかどころ|sh i j u u sh i ch i sh i n o h a k a d o k o r o|E3 E3 D3 D3 E3 G3 G3 G3 G3 B3 B3 B3 B3 A3 A3 A3 A3 G3 G3 A3 A3 B3 B3|0.6 0.6 0.45 0.45 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.6 0.6|0.143 0.552 0.1 0.204 0.259 0.131 0.298 0.082 0.088 0.124 0.318 0.049 0.161 0.064 0.369 0.036 0.182 0.019 0.321 0.046 0.188 0.021 0.636|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0006|ゆきわきえてもきえのこる|y u k i w a k i e t e m o k i e n o k o r u|D4 D4 D4 D4 D4 D4 D4 D4 D4 E4 E4 D4 D4 B3 B3 G3 A3 A3 B3 B3 A3 A3|0.6 0.6 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.45 0.45 0.15 0.15 0.6 0.6|0.021 0.564 0.053 0.345 0.044 0.155 0.057 0.317 0.237 0.03 0.364 0.045 0.15 0.069 0.414 0.141 0.053 0.334 0.038 0.16 0.022 0.608|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0007|なわせんざいののちまでも|n a w a s e N z a i n o n o ch i m a d e m o|G3 G3 A3 A3 B3 B3 B3 A3 A3 D4 D4 D4 B3 B3 B3 B3 A3 A3 A3 A3 G3 G3|0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.6 0.6 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.6 0.6|0.047 0.327 0.057 0.106 0.106 0.283 0.264 0.061 0.579 0.389 0.055 0.126 0.056 0.345 0.112 0.097 0.076 0.356 0.023 0.155 0.053 0.791|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0008|まどよりちかくしながわの|m a d o y o r i ch i k a k u sh i n a g a w a n o|G3 G3 G3 G3 G3 G3 A3 A3 B3 B3 B3 B3 A3 A3 G3 G3 G3 G3 G3 G3 E3 E3 D3 D3|0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.6 0.6 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.6 0.6|0.072 0.34 0.017 0.139 0.084 0.341 0.012 0.171 0.113 0.511 0.046 0.365 0.04 0.106 0.121 0.321 0.046 0.138 0.064 0.327 0.064 0.14 0.056 0.692|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0009|だいばもみえてなみしろく|d a i b a m o m i e t e n a m i sh i r o k u|E3 E3 E3 D3 D3 E3 E3 G3 G3 B3 B3 B3 A3 A3 A3 A3 G3 G3 A3 A3 B3 B3|0.45 0.45 0.15 0.45 0.45 0.15 0.15 0.6 0.6 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.6 0.6|0.023 0.322 0.219 0.02 0.334 0.055 0.145 0.084 0.349 0.223 0.04 0.499 0.062 0.358 0.056 0.116 0.123 0.303 0.028 0.209 0.046 0.626|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0010|うみのあなたにうすがすむ|u m i n o a n a t a n i u s u g a s u m u|D4 D4 D4 D4 D4 D4 D4 D4 E4 E4 D4 D4 B3 G3 G3 A3 A3 B3 B3 A3 A3|0.6 0.45 0.45 0.15 0.15 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45|0.521 0.082 0.349 0.058 0.153 0.369 0.032 0.18 0.039 0.33 0.041 0.185 0.323 0.128 0.102 0.057 0.273 0.151 0.129 0.049 0.613|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ofuton_00000tetsudou_shouka_0011|やあまわかずさかぼしゅか|y a a m a w a k a z u s a k a b o sh u k a|G3 G3 A3 B3 B3 B3 B3 A3 A3 A3 A3 D4 D4 D4 D4 B3 B3 A3 A3 G3 G3|0.45 0.45 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.45 0.45 0.15 0.15 0.6 0.6 0.6 0.6 0.6 0.6|0.084 0.308 0.213 0.066 0.347 0.055 0.183 0.037 0.313 0.045 0.118 0.11 0.338 0.043 0.224 0.027 0.457 0.162 0.522 0.046 0.762|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
